,municipio,escrutinio,input_text,target_text
337,Moraleda de Zafayona,4.97,I.U. | 51.07 | 6 | <null> && PSOE | 42.15 | 5 | 0 && PP | 6.42 | 0 | 1 menos,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 4.97%, IU–Para la Gente ganaría en Moraleda de Zafayona con seis concejales, lo que se traduciría en uno más que los registrados en la región durante los pasados comicios. Izquierda Unida habría obtenido un 51,07% de los votos, mientras que en segundo lugar aparecería el PSOE-A, que con cinco ediles conseguiría el mismo número que en las pasadas votaciones en el municipio. Fuera estaría el PP, que perdería todos sus miembros del Cabildo, al recabar un 6,42% de apoyos."
52,Láujar de Andarax,42.36,PP | 80.26 | 8 | 6 más && PSOE | 16.55 | 1 | 1 menos && I.U. | 2.39 | 0 | <null>,"Con un 42.36% de los votos escrutados, el PP vencería en las elecciones municipales de Láujar de Andarax con ocho concejales, lo que se traduciría en seis representantes más que en los comicios anteriores. Atendiendo a los datos que se tienen en este momento, la primera posición ocupada por la formación popular se correspondería con el 80,26% de los votos. El segundo puesto iría a parar al PSOE-A, que obtendría un edil, uno menos que en la pasada ocasión en este municipio. A las puertas del Salón de Plenos se quedaría Izquierda Unida - Equo Para la Gente, como ya ocurrió en los comicios anteriores, con un 2,39%."
6850,Ablitas,58.87,NA+ | 53.24 | 6 | <null> && PSOE | 44.63 | 5 | <null>,"Con un 58.87% de los votos escrutados, Navarra Suma se impondría en las elecciones municipales de Ablitas con seis concejales, lo cual supondría tres asientos más que en los pasados comicios. Navarra Suma (UPN, PP y Cs) se habría hecho con el 53,24% de las papeletas, porcentaje que le valdría para estar por delante del PSOE, con cinco ediles, según los datos ofrecidos hasta el momento por el Ministerio del Interior. "
7329,Sestao,79.57,EAJ-PNV | 46.27 | 11 | 2 menos && PSOE | 20.11 | 5 | 2 más && EH Bildu | 14.6 | 3 | <null> && PODEMOS-EQUO | 10.62 | 2 | <null> && PP | 4.33 | 0 | 1 menos && EzAn-IU | 2.71 | 0 | <null> && VOX | 0.65 | 0 | <null>,"Con un 79.57% de los votos escrutados, EAJ-PNV vencería en las elecciones municipales de Sestao con 11 concejales, lo cual significaría dos representantes menos que durante los anteriores comicios en esta localidad. Según la información ofrecida en este momento por el Ministerio del Interior, la formación nacionalista vasca se habría hecho con un 46,27% del electorado que le serviría para estar por delante del PSOE, que con cinco representantes, obtendría dos más que en las anteriores votaciones en esta localidad; EH Bildu, con tres, uno más que en los pasados sufragios; y Podemos-Equo, que con un 10,62% obtendría dos representantes. Tal resultado dejaría sin representación al PP, opción elegida por el 4,33%; y a EzAn-IU, con un 2,71%."
1529,Carreño,43.41,PSOE | 33.32 | 7 | 1 más && IU-IAS | 26.16 | 5 | <null> && PP | 14.54 | 3 | 1 menos && Somos Carreño - Podemos | 12.7 | 2 | <null> && VOX | 4.4 | 0 | <null> && Cs | 4.24 | 0 | <null> && FAC | 3.27 | 0 | 0,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 43.41%, el PSOE triunfaría en Carreño con siete concejales, lo cual se traduciría en uno más que los registrados en la región durante los pasados comicios. Gracias al 33,37% de las papeletas, la organización de Ferraz se habría impuesto a IU - iAs Carreño por la Izquierda, que con cinco ediles ostentaría la segunda plaza por delante del PP, con tres, uno menos que en la la cita anterior; y Somos Carreño - Podemos, que obtendría dos miembros del Ayuntamiento. Peor suerte correrían Vox, que con un 4,41% no se sentaría en el Salón de Plenos; y Cs, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 4,24%."
1839,Valdáliga,23.0,AVI | 74.92 | 9 | <null> && P.R.C. | 9.68 | 1 | 0 && PP | 8.07 | 1 | 8 menos && PSOE | 7.01 | 0 | 1 menos,"AVI sería la fuerza política preferida en Valdáliga, al hacerse con nueve concejales cuando el recuento de las elecciones municipales llega al 23.0% de escrutinio. El 74,92% de las papeletas le habría servido a Agrupacion Valdaliga Independiente para superar al Partido Regionalista de Cantabria y al PP, que obtendrían uno (9,68%) y un edil (8,07%), respectivamente. Fuera estaría el PSOE, que perdería todos sus miembros del Cabildo, al recabar un 7,01% de apoyos."
6664,"Illa de Arousa, A",48.58,PSOE | 51.35 | 6 | <null> && PP | 32.92 | 4 | <null> && BNG | 14.78 | 1 | <null>,"Con un 48.58% de los votos escrutados, el PsdeG-PSOE se impondría en las elecciones municipales de A Illa de Arousa con seis concejales, lo cual se traduciría en un asiento menos que durante los anteriores comicios en este municipio. De acuerdo a los datos que se manejan hasta el momento, la organización de Ferraz se haría con un 51,35% de los votos en juego, seguido del PP, con cuatro ediles (32,92% de las papeletas); y de BNG, con un asiento (14,78%). "
6570,"Pereiro de Aguiar, O",64.34,PP | 55.34 | 8 | <null> && PSOE | 24.67 | 4 | <null> && D.O. | 6.71 | 1 | <null> && BNG | 4.3 | 0 | <null> && MAREAS  LOCAIS | 4.22 | 0 | <null> && Cs | 3.86 | 0 | <null> && CxG | 0.36 | 0 | <null>,"Con un 64.34% de los votos escrutados, el PP vencería en las elecciones municipales de O Pereiro de Aguiar con ocho concejales, lo que significaría el mismo número de asientos que durante la pasada edición de los comicios en esta localidad. De acuerdo a los datos que se manejan hasta el momento, la formación popular se haría con un 55,34% de los votos en juego, seguido del PsdeG-PSOE, con cuatro ediles (24,67% de las papeletas); y de DO, con un asiento (6,71%). Tal resultado dejaría sin representación a BNG, opción elegida por el 4,3%; y a Son do Pereiro de Aguiar - Mareas Locais, con un 4,22%."
0,Abla,39.32,PP | 56.12 | 5 | 4 más && PSOE | 43.39 | 4 | 1 menos,"El PP sería la fuerza política preferida en Abla, al hacerse con cinco concejales cuando el recuento de las elecciones municipales alcanza el 39.32% de escrutinio, lo cual supondría cuatro asientos más que en los pasados comicios. El partido de Génova se habría hecho con el 56,12% de los votos, porcentaje que le valdría para estar por delante del PSOE-A, que obtendría cuatro ediles, uno menos que en la pasada ocasión en este municipio, según los datos ofrecidos hasta el momento por el Ministerio del Interior. "
1657,"Castell, Es",91.87,PP | 33.06 | 5 | <null> && PSOE | 27.21 | 4 | <null> && SOM ES CASTELL | 22.89 | 3 | <null> && EL PI | 11.93 | 1 | <null> && Cs | 3.99 | 0 | <null>,"Con un 91.87% de los votos escrutados, el PP triunfaría en las elecciones municipales de Es Castell con cinco concejales, lo que significaría un asiento menos que durante los anteriores comicios en este municipio. Gracias al 33,07% de los votos, el partido de Génova se habría impuesto al PSIB-PSOE, que con cuatro ediles ostentaría la segunda plaza por delante de Som Es Castell, que se mantendría con tres concejales; y EL PI, que obtendría un representante. El 3,99% alcanzado por Cs sería insuficiente para entrar en el concejo municipal."
1522,Boal,71.46,PSOE | 47.92 | 5 | 1 menos && BOAL ACTIVO | 35.15 | 3 | <null> && PP | 16.14 | 1 | 1 menos,"El PSOE sería la fuerza política preferida en Boal, al hacerse con cinco concejales cuando el recuento de las elecciones municipales supera el 71.46% de escrutinio, lo que significaría un representante menos que durante los anteriores comicios en este municipio. El 47,92% de las papeletas le habría servido a la formación socialista para superar a BOAL ACTIVO y al PP, que obtendrían tres (35,15%) y un edil (16,14%), respectivamente. "
1743,Valle Gran Rey,75.98,ASG | 41.2 | 5 | 2 más && PSOE | 19.54 | 2 | 0 && NC-FA | 15.6 | 2 | 2 más && SSP | 15.09 | 2 | 0 && CCa-PNC | 5.09 | 0 | 4 menos && PP | 2.82 | 0 | 0,"ASG sería la fuerza política más votada en Valle Gran Rey, al hacerse con cinco concejales cuando el recuento de las elecciones municipales llega al 75.98% de escrutinio, lo cual significaría dos asientos más que en los comicios anteriores. Gracias al 41,2% de las papeletas, la formación insularista de La Gomera se habría impuesto al PSOE, que con dos ediles ostentaría la segunda plaza por delante de Nca, con dos; y Sí Se Puede, que obtendría dos representantes. "
3917,Fuentes de Oñoro,58.03,PP | 56.62 | 5 | 1 menos && PSOE | 42.01 | 4 | 1 más,"El PP sería la fuerza política preferida en Fuentes de Oñoro, al hacerse con cinco concejales cuando el recuento de las elecciones municipales supera el 58.03% de escrutinio, lo cual supondría un asiento menos que durante los pasados comicios en esta localidad. La formación popular se habría hecho con el 56,62% de los votos, porcentaje que le valdría para estar por delante del PSOE, que con cuatro representantes, obtendría uno más que en las pasadas votaciones en esta localidad, según los datos ofrecidos hasta el momento por el Ministerio del Interior. "
7867,Alcàsser,63.74,PSOE | 39.98 | 6 | 1 más && PP | 30.19 | 5 | 0 && COMPROMÍS MUNICIPAL | 11.7 | 1 | <null> && Cs | 6.97 | 1 | <null> && UIG-SOMVAL-CUIDES | 5.55 | 0 | <null> && PODEMOS.IU | 4.79 | 0 | <null> && CONTIGO | 0.18 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 63.74%, el PSOE ganaría en Alcàsser con seis concejales, lo cual se traduciría en uno más que los registrados en la región durante los pasados comicios. Gracias al 39,98% de las papeletas, la organización de Ferraz se habría impuesto al PP, que con cinco ediles ostentaría la segunda plaza por delante de Compromís Municipal, con uno; y Cs, que obtendría un miembro del Ayuntamiento. "
4209,Cuéllar,54.89,PSOE | 32.89 | 5 | 1 más && PP | 23.83 | 3 | 4 menos && I.U. | 18.66 | 2 | <null> && Cs | 15.17 | 2 | <null> && centrados | 7.53 | 1 | <null>,"El PSOE sería la fuerza política más votada en Cuéllar, al hacerse con cinco concejales cuando el recuento de las elecciones municipales llega al 54.89% de escrutinio, lo cual significaría uno más que los registrados en la región durante los anteriores comicios. La organización de Ferraz habría obtenido un 32,89% de los votos, mientras que en segundo lugar se situaría el PP, que se haría con tres ediles, cuatro menos que en las pasadas votaciones en esta localidad; seguido de IU-UP, con dos. Por detrás estarían Cs, con dos representantes y un 14,67% de los votos; y Centrados, con uno y un 8,03%. "
5712,Rosselló,12.49,JUNTS | 54.09 | 8 | <null> && ERC-AM | 14.68 | 2 | 0 && PRIMÀRIES | 12.93 | 1 | <null> && BARCELONA EN COMÚ-ECG | 6.36 | 0 | <null> && Cs | 6.15 | 0 | <null> && PSOE | 2.8 | 0 | <null> && PP | 0.77 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 12.49%, Junts per Rosselló vencería en Rosselló con ocho concejales. La formación nacionalista acapararía un 54,09% de los votos, mientras que en segundo lugar aparecería ERC-AM, que habría conseguido dos ediles (14,68%); seguido de Republiquem Rosselló - Primàries Catalunya, con un 12,93% de los votos y un asiento. Tal resultado dejaría sin representación a Rosselló En Comú - En Comú Guanyem, opción elegida por el 6,36%; y a Cs, con un 6,15%."
778,Villanueva de San Juan,68.9,PSOE | 70.2 | 7 | 0 && PP | 26.49 | 2 | 0,"El PSOE-A sería la fuerza política más votada en Villanueva de San Juan, al hacerse con siete concejales cuando el recuento de las elecciones municipales alcanza el 68.9% de escrutinio, lo cual significaría una cantidad similar que en los pasados comicios. La organización de Ferraz se habría hecho con el 70,63% de los votos, porcentaje que le valdría para estar por delante del PP, que con dos ediles conseguiría el mismo número que en las anteriores votaciones en el municipio, según los datos ofrecidos hasta el momento por el Ministerio del Interior. "
7364,Alguazas,56.8,PSOE | 39.83 | 6 | 1 más && PP | 30.93 | 5 | 0 && UxA | 18.44 | 2 | 1 menos && VOX | 5.68 | 0 | <null> && Cs | 2.77 | 0 | <null> && IU-V.CR | 1.83 | 0 | <null>,"Con un 56.8% de los votos escrutados, el PSOE se impondría en las elecciones municipales de Alguazas con seis concejales, lo que se traduciría en uno más que los registrados en la región durante los anteriores comicios. De acuerdo a los datos que se manejan hasta el momento, la organización de Ferraz se haría con un 39,83% de los votos en juego, seguido del PP, con cinco ediles (30,93% de las papeletas); y de Unidad por Alguazas, con dos asientos (18,44%). Peor suerte correrían Vox, que con un 5,68% no se sentaría en el Salón de Plenos; y Cs, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 2,77%."
6732,Guadalix de la Sierra,15.69,PSOE | 42.28 | 6 | 3 más && PP | 21.28 | 3 | 4 menos && Cs | 13.47 | 2 | <null> && VOX | 12.73 | 1 | 1 más && PODEMOS-EQUO | 9.65 | 1 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 15.69%, el PSOE vencería en Guadalix de la Sierra con seis concejales, lo cual significaría tres asientos más que en los pasados comicios. La organización de Ferraz habría obtenido un 42,28% de los votos, mientras que en la segunda plaza aparecería el PP, que lograría tres concejales, cuatro menos que en las anteriores votaciones en esta localidad; seguido de Cs, con dos. Por detrás estarían Vox, con un miembro del Ayuntamiento y un 12,73% de electores; y Podemos-Equo, con uno y un 9,65%. "
1677,Puerto del Rosario,15.89,PSOE | 19.94 | 5 | 1 más && CCa-PNC | 17.44 | 4 | 3 menos && PP | 13.53 | 3 | 1 menos && NC-FA | 9.77 | 2 | 0 && AEPR | 7.9 | 2 | <null> && Cs | 7.89 | 2 | <null> && PODEMOS | 7.57 | 2 | <null> && PPMAJO-UPMAJORERO | 5.03 | 1 | <null> && AGVP | 4.29 | 0 | <null> && VOX | 3.73 | 0 | <null>,"Con un 15.89% de los votos escrutados, el PSOE ganaría las elecciones municipales de Puerto del Rosario con cinco concejales, lo que se traduciría en uno más que los registrados en la región durante los pasados comicios. De acuerdo a los datos que el Ministerio del Interior ha ofrecido por el momento, la formación socialista se haría con un 19,95% de los votos en juego que le valdría para estar por delante de CCa-PNC, que obtendría cuatro representantes; del PP, que se haría con tres; de Nca-AMF, con dos; de AEPR, con dos; de Cs, con dos; de Podemos, con dos; y de Gana Fuerteventura que con uno sería la última de las fuerzas políticas con representación. Peor suerte correrían AGVP, que con un 4,23% no se sentaría en el Salón de Plenos; y Vox, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 3,68%."
893,Lanaja,8.65,PSOE | 52.6 | 5 | 1 menos && PP | 22.74 | 2 | 1 menos && PAR | 17.95 | 2 | <null> && Cs | 5.21 | 0 | <null>,"El PSOE sería la fuerza política más votada en Lanaja, al hacerse con cinco concejales cuando el recuento de las elecciones municipales llega al 8.65% de escrutinio, lo que se traduciría en un representante menos que durante los pasados comicios en esta localidad. De acuerdo a los datos que se manejan hasta el momento, la organización de Ferraz se haría con un 52,6% de los votos en juego, seguido del PP, con dos ediles (22,74% de los votos); y del PAR, con dos asientos (17,95%). El 5,21% alcanzado por Cs sería insuficiente para entrar en el concejo municipal."
7957,Cullera,59.88,PSOE | 63.56 | 14 | 4 más && PP | 13.02 | 3 | 2 menos && COMPROMÍS MUNICIPAL | 10.47 | 2 | <null> && Cs | 9.57 | 2 | <null> && PODEMOS | 1.38 | 0 | <null> && EUPV - SA | 1.06 | 0 | <null>,"Con un 59.88% de los votos escrutados, el PSOE se impondría en las elecciones municipales de Cullera con 14 concejales, lo cual significaría cuatro representantes más que en los comicios anteriores. Según la información ofrecida en este momento por el Ministerio del Interior, la formación socialista se habría hecho con un 63,56% del electorado que le serviría para estar por delante del PP, que se haría con tres ediles, dos menos que en las pasadas votaciones en esta localidad; Compromís Municipal, con dos; y Cs, que con un 9,57% obtendría dos miembros del Ayuntamiento. Tal resultado dejaría sin representación a Podem, opción elegida por el 1,38%; y a Esquerra Unida - Seguim Endavant, con un 1,06%."
7334,Urduliz,63.56,EAJ-PNV | 46.47 | 6 | 1 menos && EH Bildu | 31.62 | 4 | <null> && PODEMOS.IU | 11.08 | 1 | <null> && PSOE | 6.69 | 0 | 0 && PP | 2.89 | 0 | 0,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 63.56%, EAJ-PNV ganaría en Urduliz con seis concejales, lo cual se traduciría en un representante menos que durante los pasados comicios en esta localidad. De acuerdo a los datos que se manejan hasta el momento, la formación nacionalista vasca se haría con un 46,47% de los votos en juego, seguido de EH Bildu, con cuatro ediles (31,62% de los votos); y de Elkarrekin Podemos, con un asiento (11,08%). "
1802,Polanco,51.35,P.R.C. | 52.19 | 8 | 4 más && PSOE | 21.45 | 3 | 0 && PP | 16.52 | 2 | 4 menos && Cs | 6.2 | 0 | <null> && OLA CANTABRIA | 2.28 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 51.35%, el Partido Regionalista de Cantabria ganaría en Polanco con ocho concejales, lo que supondría cuatro asientos más que en los pasados comicios. El Partido Regionalista de Cantabria acapararía un 52,19% de los votos, mientras que en segundo lugar aparecería el PSOE, que habría conseguido tres ediles (21,45%); seguido del PP, con un 16,52% de las papeletas y dos asientos. Tal resultado dejaría sin representación a Cs, opción elegida por el 6,2%; y a Ola Cantabria, con un 2,28%."
400,Aljaraque,53.92,PP | 29.5 | 7 | 0 && PSOE | 26.73 | 6 | 1 más && ADELANTE | 16.31 | 3 | <null> && Cs | 14.57 | 3 | <null> && IxH | 6.58 | 1 | <null> && VOX | 5.46 | 1 | <null>,"El PP sería la fuerza política más votada en Aljaraque, al hacerse con siete concejales cuando el recuento de las elecciones municipales alcanza el 53.92% de escrutinio, lo que supondría el mismo número de asientos que durante los pasados comicios en esta localidad. La formación popular se habría hecho con el 28,17% de los votos, porcentaje que le serviría para estar por delante del PSOE-A, que se quedaría con la segunda plaza al obtener seis ediles; mientras que el tercer lugar correspondería a Adelante, con tres; y le seguirían Cs, con tres; IxH-Aljaraque con uno; y Vox, con uno. "
7887,Almussafes,23.86,PSOE | 57.79 | 9 | 2 más && COMPROMÍS MUNICIPAL | 21.26 | 3 | <null> && PP | 12.02 | 1 | 0 && PODEMOS.IU | 4.29 | 0 | <null> && Cs | 4.03 | 0 | <null>,"El PSOE sería la fuerza política más votada en Almussafes, al hacerse con nueve concejales cuando el recuento de las elecciones municipales supera el 23.86% de escrutinio, lo que supondría un mejor resultado en la región que en los pasados comicios, pues se traduce en dos representantes más. La formación socialista acapararía un 57,79% de los votos, mientras que en segundo lugar aparecería CCPV, que habría conseguido tres ediles (21,26%); seguido del PP, con un 12,02% de los votos y un asiento. "
6051,Monterrubio de la Serena,32.1,PSOE | 70.72 | 8 | 2 más && PP | 27.67 | 3 | 2 menos,"El PSOE sería la fuerza política preferida en Monterrubio de la Serena, al hacerse con ocho concejales cuando el recuento de las elecciones municipales llega al 32.1% de escrutinio, lo que significaría un mejor resultado en la región que en los pasados comicios, pues se traduce en dos asientos más. La formación socialista habría logrado un 70,72% de los votos, mientras que en segundo lugar aparecería el PP, que con tres concejales, se haría con dos menos que en las pasadas votaciones en esta localidad. "
5117,Gurb,79.16,JUNTS | 44.86 | 5 | <null> && ERC-AM | 32.07 | 4 | 1 menos && IPG | 20.48 | 2 | <null>,"Con un 79.16% de los votos escrutados, Junts per Gurb vencería en las elecciones municipales de Gurb con cinco concejales. El 44,84% de los votos le habría servido a la formación nacionalista para superar a Units per Gurb - Acord Municipal y a IPG, que obtendrían cuatro (32,05%) y dos ediles (20,47%), respectivamente. "
7346,Sondika,49.31,EAJ-PNV | 54.19 | 7 | 0 && EH Bildu | 29.15 | 3 | <null> && PSOE | 9.78 | 1 | 0 && PP | 4.75 | 0 | 0,"Con un 49.31% de los votos escrutados, EAJ-PNV se impondría en las elecciones municipales de Sondika con siete concejales, lo cual se traduciría en el mismo número de representantes que durante la pasada edición de los comicios en esta localidad. La formación nacionalista vasca acapararía un 54,19% de los votos, mientras que en segundo lugar aparecería EH Bildu, que habría conseguido tres ediles (26,13%); seguido del PSOE, con un 12,48% de los votos y un asiento. A las puertas del Salón de Plenos se quedaría el PP, como ya ocurrió en los comicios anteriores, con un 5,07%."
6484,Palas de Rei,74.16,PP | 59.81 | 7 | 0 && PSOE | 34.29 | 4 | 0 && BNG | 5.22 | 0 | 0,"El PP sería la fuerza política más votada en Palas de Rei, al hacerse con siete concejales cuando el recuento de las elecciones municipales llega al 74.16% de escrutinio, lo que significaría una cantidad similar que en los anteriores comicios. El partido de Génova se habría hecho con el 59,81% de los votos, porcentaje que le valdría para estar por delante del PsdeG-PSOE, que con cuatro ediles lograría el mismo número que en las pasadas votaciones en el municipio, según los datos ofrecidos hasta el momento por el Ministerio del Interior. Fuera estaría BNG, como ya ocurrió en los comicios anteriores, al recabar un 5,22% de apoyos."
6523,Beariz,54.89,PP | 89.42 | 7 | 1 menos && FERROL EN COMUN | 6.49 | 0 | <null> && PSOE | 2.97 | 0 | 0,"El PP sería la fuerza política más votada en Beariz, al hacerse con siete concejales cuando el recuento de las elecciones municipales llega al 54.89% de escrutinio, lo cual significaría un representante menos que durante los pasados comicios en esta localidad. Peor suerte correrían AB-SEC, que con un 6,49% no se sentaría en el Salón de Plenos; y el PsdeG-PSOE, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 2,97%."
5305,Ullastrell,71.2,ERC-AM | 50.31 | 7 | 0 && JUNTS | 34.81 | 4 | <null> && PSOE | 7.0 | 0 | 1 menos && Cs | 5.4 | 0 | <null>,"Con un 71.2% de los votos escrutados, ERC-AM triunfaría en las elecciones municipales de Ullastrell con siete concejales, lo que se traduciría en una cantidad similar que en los anteriores comicios. Atendiendo a los datos que se conocen en este momento, la primera plaza ocupada por Esquerra Republicana respondería al 50,31% de los votos. El segundo puesto iría a parar a Junts per Catalunya Ullastrell, con cuatro concejales. "
3421,Camponaraya,1.27,PSOE | 59.55 | 8 | 1 más && PODEMOS | 13.28 | 1 | <null> && PP | 11.44 | 1 | 0 && Cs | 8.35 | 1 | <null> && C. Bierzo | 5.26 | 0 | <null> && I.U. | 1.24 | 0 | <null>,"Con un 1.27% de los votos escrutados, el PSOE se impondría en las elecciones municipales de Camponaraya con ocho concejales, lo que significaría uno más que los registrados en la región durante los anteriores comicios. Gracias al 59,55% de los votos, la organización de Ferraz se habría impuesto a Podemos, que con un edil ostentaría la segunda plaza por delante del PP, que se mantendría con un representante; y Cs, que obtendría un miembro del Ayuntamiento. Peor suerte correrían CBierzo, que con un 5,26% no se sentaría en el Salón de Plenos; y IU, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 1,24%."
1541,Grado,71.45,IU-IAS | 54.21 | 8 | <null> && PP | 17.83 | 2 | 2 menos && PSOE | 14.32 | 2 | 1 menos && Cs | 9.08 | 1 | <null> && FAC | 3.23 | 0 | 1 menos,"Con un 71.45% de los votos escrutados, IU - iAs Grado por la Izquierda ganaría las elecciones municipales de Grado con ocho concejales. Gracias al 54,21% de las papeletas, Iu - Ias Llanera por la Izquierda se habría impuesto al PP, que con dos ediles ostentaría la segunda plaza por delante del PSOE, que caería en uno con respecto a los sufragios anteriores; y Cs, que obtendría un representante. Fuera estaría FAC, que perdería todos sus miembros del Cabildo, al recabar un 3,23% de apoyos."
2766,Yuncler,94.76,PSOE | 68.16 | 9 | 1 menos && PP | 16.56 | 2 | 1 más && ACY | 7.56 | 0 | <null> && PODEMOS.IU | 6.34 | 0 | <null>,"Con un 94.76% de los votos escrutados, el PSOE ganaría las elecciones municipales de Yuncler con nueve concejales, lo que se traduciría en un representante menos que durante los anteriores comicios en este municipio. La formación socialista habría obtenido un 68,16% de los votos, mientras que en segundo lugar aparecería el PP, que con dos ediles conseguiría uno más que en las pasadas votaciones en esta localidad. "
6344,Zarza de Granadilla,81.65,PP | 53.93 | 5 | 1 más && PSOE | 44.47 | 4 | 1 menos,"El PP sería la fuerza política preferida en Zarza de Granadilla, al hacerse con cinco concejales cuando el recuento de las elecciones municipales llega al 81.65% de escrutinio, lo que supondría uno más que los registrados en la región durante los anteriores comicios. La formación popular habría logrado un 53,93% de los votos, mientras que en segundo lugar aparecería el PSOE, que obtendría cuatro concejales, uno menos que en la pasada ocasión en este municipio. "
1879,Chinchilla de Monte-Aragón,11.78,PSOE | 33.58 | 4 | 1 más && PP | 27.41 | 3 | 2 menos && Cs | 20.67 | 2 | <null> && PODEMOS.IU | 17.19 | 2 | <null>,"El PSOE sería la fuerza política más votada en Chinchilla de Monte-Aragón, al hacerse con cuatro concejales cuando el recuento de las elecciones municipales supera el 11.78% de escrutinio, lo cual significaría un representante más que durante los pasados comicios en esta localidad. Gracias al 33,58% de las papeletas, la formación socialista se habría impuesto al PP, que con tres ediles ostentaría la segunda plaza por delante de Cs, con dos, uno más que en los pasados sufragios; y IU-Podemos, que obtendría dos miembros del Ayuntamiento. "
169,Doña Mencía,54.98,I.U. | 55.51 | 6 | <null> && PSOE | 35.06 | 4 | 1 menos && PP | 8.7 | 1 | 0,"Con un 54.98% de los votos escrutados, Izquierda Unida triunfaría en las elecciones municipales de Doña Mencía con seis concejales, lo que significaría un representante más que durante los anteriores comicios en esta localidad. Izquierda Unida acapararía un 55,51% de los votos, mientras que en segundo lugar aparecería el PSOE-A, que habría conseguido cuatro ediles (35,06%); seguido del PP, con un 8,7% de las papeletas y un asiento. "
3798,Alba de Tormes,36.64,PP | 41.99 | 6 | 0 && PSOE | 38.53 | 5 | 2 menos && Cs | 13.45 | 2 | <null> && J x A | 4.67 | 0 | <null>,"El PP sería la fuerza política preferida en Alba de Tormes, al hacerse con seis concejales cuando el recuento de las elecciones municipales llega al 36.64% de escrutinio, lo cual supondría una cantidad similar que en los pasados comicios. El 41,99% de las papeletas le habría servido a la formación popular para superar al PSOE y a Cs, que obtendrían cinco (38,53%) y dos ediles (13,45%), respectivamente. A las puertas del Salón de Plenos se quedaría Junt@s x Alba, como ya ocurrió en los comicios anteriores, con un 4,67%."
3852,Cabrerizos,58.68,PP | 43.74 | 6 | 0 && PSOE | 21.26 | 2 | 0 && Cs | 15.09 | 2 | <null> && IxCV | 13.49 | 1 | <null> && PODEMOS | 5.19 | 0 | <null>,"Con un 58.68% de los votos escrutados, el PP vencería en las elecciones municipales de Cabrerizos con seis concejales, lo cual se traduciría en el mismo número de representantes que durante los pasados comicios en esta localidad. La formación popular habría obtenido un 43,74% de los votos, mientras que en la segunda plaza se situaría el PSOE, que con dos representantes, conseguiría el mismo número que en las pasadas votaciones en esta localidad; seguido de Cs, que se quedaría con dos concejales (15,09%); y IxCV, que conseguiría uno, con un 13,49%. El 5,19% alcanzado por Podemos sería insuficiente para entrar en el concejo municipal."
7780,Jérica,17.09,PP | 54.15 | 5 | 1 más && PSOE | 25.27 | 2 | 1 menos && I.U. | 19.71 | 2 | <null>,"El PP sería la fuerza política preferida en Jérica, al hacerse con cinco concejales cuando el recuento de las elecciones municipales alcanza el 17.09% de escrutinio, lo cual se traduciría en un asiento más que durante los pasados comicios en esta localidad. El 54,15% de los votos le habría servido a la formación popular para superar al PSOE y a Jerica por el Palancia - Esquerra Unida - seguimos Adelante, que obtendrían dos (25,27%) y dos ediles (19,71%), respectivamente. "
7259,Barrika,92.3,EAJ-PNV | 42.43 | 5 | 1 más && EH Bildu | 32.13 | 3 | <null> && iBarrika | 11.66 | 1 | <null> && PSOE | 6.45 | 0 | 0 && AHORA ORAIN | 3.72 | 0 | <null> && PP | 1.99 | 0 | 0,"EAJ-PNV sería la fuerza política más votada en Barrika, al hacerse con cinco concejales cuando el recuento de las elecciones municipales alcanza el 92.3% de escrutinio, lo que se traduciría en un representante más que durante los pasados comicios en esta localidad. De acuerdo a los datos que se manejan hasta el momento, la formación nacionalista vasca se haría con un 42,43% de los votos en juego, seguido de EH Bildu, con tres ediles (32,13% de las papeletas); y de iBarrika, con un asiento (11,66%). Peor suerte correrían el PSOE, que con un 6,45% no se sentaría en el Salón de Plenos; y Ahora Orain, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 3,72%."
6552,Leiro,26.12,PP | 64.25 | 7 | 1 más && PSOE | 18.33 | 1 | 0 && BNG | 16.68 | 1 | 0,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 26.12%, el PP triunfaría en Leiro con siete concejales, lo que supondría un asiento más que durante los pasados comicios en esta localidad. El partido de Génova acapararía un 64,25% de los votos, mientras que en segundo lugar aparecería el PsdeG-PSOE, que habría conseguido un edil (18,33%); seguido de BNG, con un 16,68% de las papeletas y un asiento. "
